transactionAmount,paymentType,transactionVelocity,ipRisk,deviceRisk,geoDistance,impossibleTravel,hourOfDay,repeatedFailures,newDeviceFlag,fraudLabel
1591.18,1,3,25.92,24.95,2.0,0,19,0,0,0
4586.79,0,2,43.72,40.67,42.61,0,18,0,0,0
10102.08,1,0,6.6,17.71,213.95,0,2,0,0,0
16590.89,1,0,2.78,36.32,77.55,0,20,0,0,0
3266.15,0,1,14.86,38.31,199.35,0,18,0,1,0
19687.63,1,0,15.7,18.06,47.54,0,5,1,0,0
2345.69,1,2,10.65,35.02,393.58,0,22,0,0,0
9402.85,1,2,6.64,37.03,117.55,0,21,0,0,1
1221.48,0,1,18.04,91.5,167.87,0,23,0,0,1
4770.47,0,0,3.12,53.09,3033.19,1,7,1,0,0
301.36,0,1,17.61,13.25,36.71,0,6,0,0,0
1020.87,0,0,9.73,70.75,44.14,0,20,0,0,0
4997.42,1,1,24.76,19.22,16.91,0,11,0,1,1
843.5,1,0,23.24,29.64,48.91,0,21,2,0,0
4802.78,0,3,9.98,21.16,85.89,0,3,0,0,0
7757.83,1,10,16.3,92.92,313.7,0,19,7,0,1
1898.24,0,1,19.99,90.05,67.56,0,6,1,0,0
1189.21,1,8,23.4,64.0,27.67,0,13,1,1,0
1950.45,0,10,29.34,14.73,20.26,0,19,1,0,0
1192.95,1,2,78.34,15.5,93.47,0,18,0,1,1
2832.14,1,1,13.26,11.44,0.63,0,16,0,0,0
3470.63,0,2,36.65,35.37,10.9,0,23,0,0,0
2307.66,0,1,21.85,2.05,2969.51,1,3,6,0,0
16719.97,1,0,18.45,33.57,127.54,0,21,0,0,0
1526.29,0,7,16.22,31.4,29.44,0,22,0,0,0
12599.76,0,2,23.56,25.08,23.01,0,23,0,0,0
122521.9,1,0,22.61,50.27,61.46,0,15,0,0,1
3370.37,0,1,15.13,8.47,49.91,0,12,1,1,0
10230.26,0,2,12.78,6.52,109.7,0,13,0,0,0
9714.33,0,3,35.92,4.86,264.82,0,13,0,0,0
2058.52,0,0,17.46,34.56,92.95,0,4,2,1,0
110908.63,1,2,12.32,41.67,199.05,0,9,0,0,1
4775.14,0,0,23.61,8.14,115.4,0,5,0,0,0
1826.32,0,0,8.08,8.27,11.24,0,22,7,0,0
5801.95,0,0,5.24,41.29,8.92,0,0,0,0,0
20180.91,1,0,30.61,43.33,14.06,0,18,0,0,0
5022.59,0,0,14.91,32.7,47.91,0,15,0,0,0
5521.23,1,0,11.25,9.33,154.5,0,7,0,1,0
53987.1,1,0,23.33,87.5,52.53,0,23,1,0,1
727.07,1,0,23.68,6.32,45.75,0,1,0,0,0
4965.28,1,2,46.85,8.9,8.36,0,8,0,0,0
1133.7,1,2,10.68,3.79,97.92,0,3,0,0,0
147135.59,1,1,9.09,10.31,6.49,0,10,1,0,0
27226.38,0,1,50.98,7.12,292.09,0,1,0,0,1
2432.65,1,1,16.08,31.37,12.16,0,3,0,0,1
1494.92,0,0,27.62,19.31,58.82,1,2,0,0,1
9922.72,0,8,10.02,18.18,63.14,0,1,1,0,1
1214.79,1,1,72.29,2.82,178.22,0,23,1,1,1
2003.36,1,3,6.35,12.09,282.21,0,8,0,0,0
10927.66,1,1,16.92,0.53,21.08,0,21,0,1,0
3270.73,0,2,60.74,7.69,398.89,0,0,0,0,0
657.47,0,3,9.48,11.89,48.21,0,3,1,0,0
5399.11,0,1,13.19,16.59,194.74,0,1,0,1,0
2108.08,0,1,26.79,5.75,11.66,0,6,1,0,0
14615.7,0,0,13.23,4.99,78.04,0,19,0,0,0
1709.26,0,0,11.76,16.73,69.94,0,10,0,0,0
8966.28,0,1,2.63,18.81,123.49,0,4,0,1,1
159197.41,1,1,8.11,11.31,77.84,0,12,0,1,0
1338.17,0,1,12.5,24.57,140.72,0,17,5,0,0
2583.21,1,1,5.23,8.18,12.27,0,20,0,0,0
4622.2,0,0,5.29,7.47,4592.53,1,15,1,0,0
1329.63,0,9,4.22,42.39,62.09,0,8,0,0,1
113984.06,0,0,4.01,21.18,258.87,0,3,0,0,1
2502.59,0,1,9.51,10.79,265.52,0,4,0,0,0
2452.67,1,1,3.52,12.09,85.58,0,20,0,0,0
3290.97,0,0,24.4,18.27,1181.47,1,6,0,0,1
3365.27,0,0,28.36,1.61,57.17,0,11,0,0,0
3691.84,1,1,25.78,31.75,34.69,0,17,0,1,0
1721.88,1,2,11.26,6.77,71.93,0,10,0,0,0
1798.72,0,1,15.55,7.41,177.46,0,0,5,0,0
108757.83,0,0,33.31,29.34,149.22,0,2,4,0,1
2996.63,0,1,16.64,36.13,3074.75,1,21,0,0,0
2020.6,0,2,13.82,28.3,112.72,0,7,0,0,0
4332.67,0,2,3.01,92.02,72.63,0,1,0,0,0
510.42,0,2,16.46,18.7,21.94,0,18,0,0,1
1509.5,1,7,14.84,11.62,101.79,0,21,0,0,0
2368.64,0,2,8.3,17.39,19.63,0,21,0,0,0
1331.26,1,0,8.06,2.93,32.81,0,2,0,1,0
15981.67,0,0,49.29,18.88,207.88,0,9,0,0,0
3193.47,1,9,13.3,35.17,140.36,0,22,0,0,1
3739.73,0,3,81.85,17.56,167.15,0,20,0,0,0
1932.89,1,13,3.68,11.9,14.29,0,21,0,0,0
3084.74,1,8,6.34,21.69,6.04,0,19,0,1,0
929.59,0,9,26.58,21.32,23.79,0,22,0,0,1
2644.36,0,2,9.63,8.78,63.72,0,4,0,0,0
1227.82,0,1,17.33,66.47,50.31,0,2,0,0,1
2374.63,0,6,8.13,25.16,285.36,0,5,0,1,1
242.28,1,2,12.39,6.59,25.25,0,6,0,0,1
1014.34,0,0,3.77,12.31,389.92,0,17,0,0,0
13547.08,1,2,12.35,9.98,10.62,0,12,0,0,0
7189.65,0,5,33.76,23.47,204.43,0,0,0,0,0
11719.85,0,2,37.28,17.04,25.14,0,22,0,0,1
162521.57,0,8,34.49,62.92,15.3,0,13,1,0,1
6142.5,1,2,9.41,11.48,28.05,0,21,0,0,0
1992.47,1,2,12.87,13.93,80.58,0,7,1,1,0
1110.7,0,0,15.88,19.74,64.71,0,14,0,1,1
9864.96,0,1,10.55,84.15,306.04,0,5,0,1,0
3342.81,1,3,7.66,11.8,17.6,0,4,0,1,1
37949.93,0,4,18.23,3.34,88.06,0,11,5,0,1
2175.26,1,0,26.53,7.02,60.37,1,11,0,0,0
22536.6,0,3,17.62,41.53,126.67,0,20,2,0,0
2679.03,0,7,26.29,0.46,169.65,0,0,0,0,1
92227.69,0,2,18.23,16.5,11.54,0,12,2,0,1
17097.57,0,4,0.48,5.61,143.65,0,18,0,0,0
1126.7,0,3,18.82,19.52,52.68,0,22,1,0,0
1929.47,0,1,28.5,0.6,34.08,0,14,3,0,0
1115.46,1,0,0.34,7.39,85.89,0,22,0,0,0
916.04,0,2,9.33,22.86,55.12,0,3,0,0,0
44772.79,0,2,41.75,3.49,4605.89,1,4,1,0,1
2574.4,0,2,13.44,54.31,18.81,0,23,0,0,0
3302.27,0,2,25.39,8.03,20.7,0,10,0,0,0
5465.65,0,9,9.72,0.39,132.32,0,12,0,0,0
489.12,0,0,9.55,43.19,57.07,0,9,1,1,0
11347.65,1,1,21.5,18.52,63.75,0,3,1,0,0
2210.35,0,0,34.12,22.09,45.87,0,2,0,0,0
5336.91,1,0,16.43,38.58,109.0,0,20,0,0,0
5829.65,0,3,25.57,25.47,90.38,0,4,0,0,0
100899.48,1,1,7.86,3.33,111.06,0,11,0,0,0
2821.83,0,9,20.9,2.94,41.49,0,12,0,0,1
374.79,0,0,77.34,14.38,29.25,0,19,0,0,0
3318.03,1,0,19.87,54.0,68.36,0,16,1,0,0
3830.33,1,1,32.53,14.74,52.66,0,14,1,0,0
1114.03,1,11,5.82,12.42,3747.6,1,13,0,0,1
3631.83,0,1,11.98,2.84,68.78,0,0,1,0,0
2184.15,1,0,33.32,9.89,105.39,0,10,0,0,1
818.31,1,2,11.58,15.87,58.96,0,8,0,0,0
6133.28,1,1,7.4,9.22,82.6,0,19,7,0,0
1783.4,0,2,48.11,11.88,184.57,0,16,0,0,1
2087.29,1,0,43.31,4.49,83.52,0,20,6,0,1
1973.22,1,1,13.74,5.2,28.36,0,12,0,0,0
10780.33,1,0,11.62,1.37,260.55,0,16,0,0,0
3008.16,0,2,2.09,3.86,6.39,0,3,1,0,0
3391.75,0,11,15.35,6.29,2.47,0,5,0,0,0
2016.99,1,2,27.25,6.46,278.48,0,20,1,0,1
4978.41,0,10,5.43,21.01,20.3,0,8,7,0,1
12080.14,1,3,27.03,16.39,43.96,0,5,2,0,0
5990.08,0,0,19.46,54.65,270.37,0,17,0,0,0
6228.35,0,2,1.64,0.47,19.18,0,6,0,0,0
5745.83,1,2,7.05,12.35,28.97,0,3,1,0,0
788.2,0,1,40.17,58.84,158.83,0,23,0,0,0
1304.9,0,0,14.39,37.38,1801.11,1,0,0,0,0
122793.15,1,3,3.05,11.13,261.23,0,14,0,0,0
1516.46,1,0,4.13,3.71,20.78,0,16,0,0,1
1080.81,1,2,28.47,15.77,275.67,0,23,0,1,1
481.94,0,0,47.47,22.43,29.57,0,21,6,0,0
815.23,0,1,4.99,10.97,4.65,0,1,1,0,0
2424.73,1,2,1.83,26.93,16.93,0,3,1,0,0
92849.75,0,1,19.98,7.37,38.89,0,4,0,0,1
1417.92,0,5,5.41,15.58,199.45,0,1,0,0,0
3391.15,0,0,20.27,16.69,78.34,0,2,2,0,0
2030.76,0,11,15.81,5.78,89.57,0,13,1,0,0
9326.11,1,0,2.95,30.76,58.36,1,19,0,1,1
2666.11,1,3,11.26,2.17,28.39,0,22,0,0,0
6287.58,1,2,11.04,25.31,76.06,0,4,0,1,0
3839.95,0,1,12.04,0.53,44.35,0,20,0,0,0
771.19,0,1,78.12,16.11,326.59,0,1,0,0,1
2862.19,0,0,19.74,34.74,33.02,0,0,1,0,0
910.85,0,2,22.38,17.6,65.33,0,22,0,0,0
2812.64,0,1,23.41,13.94,158.37,0,2,0,0,0
1487.53,0,2,23.39,32.99,17.33,0,6,0,0,0
52207.31,0,3,20.27,14.68,211.52,0,14,0,0,0
818.64,0,0,10.07,19.48,15.82,0,13,1,1,0
3180.21,1,4,3.12,11.14,43.05,0,9,1,0,0
5554.79,0,0,50.44,22.86,120.76,0,1,0,0,0
7766.66,0,1,11.74,28.06,48.74,0,3,0,0,0
1459.48,1,3,5.2,90.95,115.57,0,21,0,0,0
3189.92,1,0,6.94,22.14,62.79,0,9,0,1,0
3767.42,1,2,4.16,49.48,164.18,0,7,0,1,1
14722.41,0,2,11.67,28.23,29.36,1,3,0,0,1
712.42,1,2,9.68,44.5,122.22,0,5,0,0,1
1260.04,0,1,23.22,25.98,135.9,0,2,0,0,0
51764.64,0,1,35.49,1.25,11.03,0,22,0,0,0
2384.88,0,0,22.37,2.61,34.75,0,18,0,0,0
472.96,0,1,34.13,16.39,37.76,0,17,0,0,0
1750.14,0,8,21.66,6.65,68.21,0,8,1,0,0
196.59,0,1,13.5,19.45,16.0,0,17,0,0,0
3987.5,1,2,6.09,15.79,406.88,0,2,5,1,1
7042.97,0,2,16.39,43.63,4.88,0,23,0,0,0
1259.33,0,1,20.22,78.65,188.13,0,13,0,0,0
1957.21,0,0,25.44,12.26,141.13,0,13,0,0,0
7892.39,0,0,2.09,100.0,61.52,0,17,1,0,0
544.45,0,2,7.86,9.49,9.24,0,3,0,0,0
835.83,0,1,13.01,43.7,74.98,0,5,1,0,0
2494.6,0,0,19.62,8.12,5.5,0,11,0,0,0
1476.85,1,1,4.82,15.8,155.7,0,13,0,0,0
2335.85,1,5,37.83,63.65,230.7,0,3,1,0,0
885.59,0,0,16.6,65.54,3920.92,1,0,0,0,0
3882.81,1,2,30.65,34.49,336.77,0,14,0,0,0
2699.35,1,5,42.01,9.93,241.92,0,9,0,0,0
5427.26,1,1,46.89,13.99,17.66,0,11,0,0,1
3829.16,0,1,37.8,84.94,17.01,0,20,0,0,1
3853.32,1,1,61.89,16.25,17.2,0,4,0,0,1
737.81,1,2,27.5,4.3,167.99,0,19,0,0,0
74738.41,1,0,86.24,9.8,178.76,0,17,0,1,1
2251.01,0,3,29.25,2.19,45.32,0,15,0,0,0
2652.88,0,1,13.96,7.51,23.55,0,18,0,0,1
8939.76,0,2,10.16,43.76,32.79,0,22,0,0,0
108877.04,0,1,16.83,5.66,18.18,0,2,1,0,1
12102.71,0,0,15.69,5.88,145.08,0,11,4,0,0
13286.12,0,2,75.81,13.93,128.83,0,16,0,0,0
6652.74,0,2,6.24,49.92,42.57,0,9,0,0,0
1175.42,0,6,16.28,3.74,248.53,0,6,0,0,0
352.03,1,1,12.28,28.95,8.1,0,7,0,1,0
9217.28,0,2,16.21,19.31,310.92,0,8,1,0,0
3503.04,0,1,8.05,21.36,42.6,0,13,0,0,0
1487.43,1,0,21.42,21.22,272.86,0,6,1,0,1
10133.1,1,0,3.53,19.25,343.37,0,0,0,0,0
1324.04,1,0,24.48,23.22,259.41,0,14,0,0,1
2050.51,1,0,8.74,6.44,4035.91,1,12,0,0,1
5296.97,1,1,36.36,9.8,66.99,0,17,1,0,0
103298.64,0,0,4.89,21.34,27.36,0,7,0,0,1
2808.82,0,0,9.46,25.8,36.48,0,9,0,0,0
9312.73,0,1,14.48,16.16,28.07,0,6,5,0,0
3870.39,0,1,52.51,23.62,42.71,0,12,0,1,0
10909.9,1,0,20.93,59.52,179.99,0,13,0,0,0
9736.16,0,1,39.52,30.98,36.08,0,8,0,0,0
3158.14,0,2,27.09,18.42,335.92,0,2,0,0,0
302.86,0,0,17.38,21.91,47.0,0,16,0,0,0
1037.15,0,1,7.22,26.6,66.13,0,8,0,0,0
6723.3,0,2,12.96,10.84,702.14,0,17,0,0,0
664.97,0,1,19.83,73.27,41.39,0,14,0,1,1
2260.42,1,2,15.55,39.28,1.73,0,4,0,1,0
4396.13,0,1,16.88,36.83,44.31,0,16,0,1,0
84504.74,1,0,29.26,9.55,222.28,0,16,0,1,0
1763.37,1,2,14.16,6.65,14.59,0,8,0,0,0
1646.67,0,3,8.12,69.71,61.88,0,12,0,0,0
2973.68,0,5,9.16,36.17,121.56,0,9,0,0,0
4451.13,1,2,20.82,39.38,66.34,0,0,0,1,1
2685.85,0,3,70.64,13.51,12.5,0,20,0,0,0
8948.74,1,1,26.32,8.25,21.67,0,20,1,0,0
1409.31,0,0,1.61,4.34,352.89,0,14,1,0,0
3533.91,1,3,26.75,17.78,68.13,0,14,0,0,0
4891.3,1,2,6.1,6.54,85.66,0,20,2,0,0
2100.16,0,4,35.18,14.87,44.67,0,4,0,0,1
7256.91,0,2,22.81,17.63,56.89,0,10,0,1,0
3637.16,1,1,7.79,1.45,139.28,0,0,1,0,0
6897.03,0,3,36.48,14.01,166.92,0,7,1,0,1
3805.12,0,0,30.45,10.17,7.81,0,17,0,1,0
4566.05,0,0,61.83,31.67,74.22,0,17,0,0,0
1665.05,0,10,9.26,23.55,187.32,1,12,1,0,0
1667.75,1,2,9.87,37.2,357.15,0,17,0,0,0
51992.38,1,2,18.15,5.15,19.0,0,19,0,0,0
5916.56,0,2,12.33,13.66,73.03,0,22,0,0,1
1126.68,1,1,13.0,23.89,230.24,0,18,0,0,1
3755.07,0,10,12.06,41.99,259.42,0,9,0,1,1
291.85,0,2,9.65,15.83,96.2,0,2,0,0,0
1765.27,0,1,20.79,18.11,76.59,0,17,0,0,0
8192.94,1,1,16.54,5.43,108.82,0,8,1,0,0
2765.16,0,1,41.7,23.52,57.42,0,17,0,0,0
3525.98,0,2,9.43,30.12,75.74,0,14,0,1,0
153.49,0,2,43.18,16.47,207.57,0,5,0,0,0
2116.98,1,2,4.39,31.56,19.72,0,9,1,0,1
4395.22,0,3,16.16,13.11,224.53,0,6,1,0,0
4990.49,0,2,89.8,5.74,10.6,0,6,0,0,1
8203.82,1,0,12.54,10.35,57.97,0,0,0,0,0
50785.49,0,0,11.14,9.24,5.05,0,3,0,0,0
2655.38,0,3,91.41,15.14,52.61,0,4,0,0,0
827.06,0,6,6.84,6.58,121.16,0,4,0,0,0
2554.16,0,2,12.24,1.3,2112.63,1,23,2,0,1
887.51,0,1,23.19,6.62,91.07,0,19,0,0,0
493.8,1,2,4.36,10.15,174.01,0,18,1,0,0
1058.72,1,2,10.65,47.59,33.21,0,23,7,0,0
14167.2,1,1,0.69,29.3,43.16,0,0,0,0,0
2390.93,1,2,3.77,50.99,12.49,1,22,1,0,1
3904.47,0,1,7.97,15.04,321.0,0,14,1,0,0
1875.26,0,0,18.27,28.25,231.56,0,10,0,0,0
120101.38,1,3,15.65,28.69,70.78,0,3,6,0,1
7991.34,0,0,27.7,8.85,113.71,0,13,0,1,0
357.02,1,1,8.54,9.94,55.32,0,11,4,0,0
1799.4,1,2,31.25,7.46,239.92,0,9,0,0,0
2967.23,0,1,54.7,14.08,8.98,0,8,0,0,0
3946.13,0,1,23.65,6.55,426.8,0,4,0,0,0
1515.55,0,3,12.99,12.17,31.12,0,23,0,0,0
498.72,0,1,12.79,6.6,24.41,0,13,0,0,0
1406.57,0,0,46.77,36.64,236.26,0,12,0,0,0
1482.14,0,6,4.17,95.25,1367.35,1,4,1,0,0
1446.51,1,0,7.37,16.41,199.9,0,15,0,1,0
8267.26,1,0,27.64,30.58,86.61,0,22,1,0,1
931.13,1,1,40.8,51.26,12.35,0,17,0,0,0
4234.33,0,1,17.94,17.54,29.22,0,19,0,1,0
3671.29,0,0,0.28,6.37,232.45,0,22,0,0,0
8188.25,0,1,23.24,23.45,32.89,0,14,0,0,0
2743.17,0,1,5.38,9.5,165.56,0,14,0,0,0
6912.81,1,1,28.73,8.86,61.65,0,5,0,0,0
2638.01,0,2,10.38,10.38,322.28,0,11,1,0,0
4838.66,0,1,12.77,8.98,35.64,0,23,6,0,1
697.19,1,2,14.49,19.4,251.07,0,23,0,1,0
224.02,0,10,32.91,71.95,1851.4,1,2,0,0,1
4571.27,0,2,10.16,12.1,82.59,0,5,0,0,0
4823.15,0,2,52.37,7.24,266.86,0,22,0,0,0
5041.72,1,5,34.83,8.35,347.17,0,23,0,0,0
1853.94,1,5,17.93,14.51,9.75,0,13,0,0,0
13901.09,0,2,46.51,3.74,2083.23,1,21,0,1,1
1978.56,1,2,4.97,13.58,110.39,0,6,0,0,0
94494.7,1,0,15.84,20.51,132.7,0,6,0,0,0
5679.6,1,1,12.01,2.84,3984.4,1,14,1,0,0
17478.73,0,1,40.45,8.22,147.95,0,4,0,0,0
2282.37,0,1,10.88,11.41,59.85,0,15,0,1,0
1630.77,1,1,11.29,2.58,44.99,0,18,0,0,0
700.54,0,5,7.52,13.91,4088.72,1,23,1,0,0
66008.46,0,0,17.84,11.54,411.26,0,7,0,0,0
4776.25,1,0,20.34,31.74,47.85,0,7,1,0,0
4929.84,0,0,2.15,17.67,103.57,0,10,2,0,0
70735.6,1,4,34.58,50.05,173.02,0,11,0,1,1
4337.46,1,1,38.19,25.27,38.01,0,1,1,0,0
150637.33,1,2,4.48,18.22,66.77,0,11,0,0,0
2576.27,0,0,4.93,66.72,128.35,0,23,0,1,1
1182.3,1,4,13.37,19.06,289.61,0,6,0,0,0
2109.34,0,5,3.6,4.19,110.13,0,17,0,0,0
2095.21,1,2,29.39,11.98,153.77,0,22,0,1,1
1742.32,1,2,62.38,21.52,4048.39,1,14,0,0,1
777.99,1,1,9.52,20.33,131.87,0,9,0,1,0
15405.84,0,0,73.31,14.7,5.58,0,12,0,1,0
4225.31,0,1,25.49,7.81,61.15,0,7,0,0,0
2501.21,0,2,46.65,6.57,69.7,0,11,0,1,0
6685.11,0,0,42.06,1.05,280.88,0,21,0,0,0
5019.41,0,3,0.85,9.04,85.82,0,11,0,0,0
4128.59,0,0,26.56,10.62,76.12,0,16,0,1,0
6216.72,0,1,19.78,73.95,20.26,0,6,0,0,0
3582.92,1,1,8.42,12.93,4122.77,1,20,1,1,0
6125.54,1,1,15.77,15.77,260.12,0,15,0,0,1
6654.92,0,2,85.44,2.91,108.6,0,16,0,0,0
3687.55,1,2,15.59,4.13,172.68,0,20,0,0,0
2513.94,1,0,30.25,2.25,20.32,0,22,0,0,0
14478.18,0,2,23.27,10.89,63.18,0,5,0,0,0
1943.21,0,0,21.11,10.1,63.53,0,11,1,0,1
4634.64,1,0,15.85,79.54,2.51,0,6,0,0,0
4740.55,1,12,7.83,11.56,181.41,0,16,0,1,1
1703.5,1,1,7.74,10.93,187.0,0,7,0,0,0
1397.13,1,2,20.32,21.61,10.53,0,19,0,0,0
2199.86,1,1,54.29,25.52,45.93,0,22,0,0,0
1915.59,0,1,32.48,14.75,147.64,0,7,0,0,0
729.14,1,9,18.79,12.03,284.21,0,16,0,1,0
1633.54,0,12,28.95,20.75,154.47,0,8,5,0,0
4089.68,1,2,77.77,24.58,125.39,0,11,0,0,1
11113.81,0,0,3.38,11.57,259.95,0,2,0,0,0
5455.56,0,1,6.47,1.37,41.35,0,10,1,0,0
232.87,1,3,0.95,19.46,8.37,0,2,0,0,0
5950.94,0,10,31.67,7.12,0.98,0,3,1,0,0
1793.36,1,1,13.27,19.3,279.23,0,17,0,1,0
4929.93,0,1,12.84,6.93,67.99,0,17,0,0,0
3089.81,1,3,10.36,19.93,116.83,0,23,0,0,0
2584.56,1,0,11.93,21.68,62.56,0,17,1,0,1
2829.24,0,0,19.85,79.77,65.9,0,8,0,0,0
3064.3,1,1,14.19,22.01,104.08,0,6,0,0,0
12020.93,0,1,12.2,81.2,104.14,0,10,0,0,0
3072.79,0,0,18.1,15.6,4233.86,1,22,1,0,0
9279.25,1,0,5.1,29.23,326.28,0,15,1,0,1
8021.7,1,1,1.27,21.25,164.6,0,13,0,0,0
6106.11,0,0,9.8,26.16,3677.57,1,12,0,0,1
524.99,0,1,10.73,43.07,72.73,0,19,0,0,0
9572.34,1,2,9.3,19.4,28.78,0,18,0,0,1
1982.47,0,7,83.41,33.96,125.0,0,21,1,0,1
6410.72,0,0,6.81,30.49,126.43,0,21,5,1,0
1184.96,0,0,13.71,47.94,17.63,0,17,0,0,0
958.07,0,2,24.09,89.12,0.9,0,7,0,0,1
22615.45,1,1,34.93,6.99,45.33,0,21,0,1,0
1203.53,0,1,28.75,31.37,37.01,0,19,0,0,0
9858.67,0,2,14.85,12.17,68.54,0,10,0,0,0
3527.77,1,1,4.45,21.78,47.5,0,10,0,0,0
2058.8,0,0,3.36,17.86,22.03,0,20,0,1,0
2996.41,1,0,18.7,73.47,50.31,0,21,3,0,0
853.12,0,0,16.56,10.5,14.01,0,18,0,0,0
3090.99,1,0,24.8,30.51,350.44,0,4,0,0,0
1061.31,1,1,13.68,29.0,14.15,0,19,0,0,0
2110.24,1,1,28.2,38.07,82.83,0,18,1,0,0
7905.39,0,0,7.44,10.49,5.64,0,2,1,0,0
4040.77,0,0,25.18,1.25,123.34,0,5,0,1,0
711.82,1,0,9.47,43.45,15.73,0,14,0,0,0
7342.89,0,1,24.11,14.55,21.41,0,4,1,0,0
3111.62,0,0,3.97,88.1,73.39,0,1,0,0,0
68540.91,0,2,40.45,12.99,92.0,0,7,1,0,1
6612.23,1,2,43.13,29.11,81.8,0,8,0,0,0
2651.27,1,3,20.34,11.62,80.28,0,15,0,0,0
976.86,1,2,26.32,24.08,64.2,0,4,0,1,1
19886.76,1,3,78.75,20.29,42.21,0,10,5,0,1
3080.09,0,3,24.41,49.1,9.91,0,9,0,0,0
2888.85,0,0,3.55,16.1,328.65,0,8,0,0,0
2089.95,0,3,6.8,23.36,267.69,0,14,0,0,0
10198.19,1,0,22.88,4.4,39.52,0,4,0,0,0
1854.04,0,0,29.32,26.5,111.1,0,7,5,1,0
668.49,1,0,29.44,38.6,138.39,0,20,0,0,0
1589.73,1,3,11.28,8.96,268.48,0,10,1,0,0
11810.86,0,3,4.26,5.86,71.73,0,22,0,0,0
7202.13,0,1,12.04,12.35,191.02,0,7,0,0,0
2428.39,0,0,19.94,25.26,224.53,0,19,1,0,0
12372.79,1,2,5.84,17.79,19.59,0,2,0,0,0
6620.61,1,3,33.0,5.78,32.17,0,13,0,0,0
2400.45,1,0,5.37,11.45,989.99,1,20,1,0,1
2654.71,0,2,17.73,13.98,140.59,0,10,1,0,0
163170.48,0,0,30.16,4.33,32.06,0,13,0,0,1
1363.91,0,0,23.5,89.66,200.48,0,15,0,0,1
3147.94,0,0,28.6,62.64,400.23,0,0,0,1,0
4266.35,0,2,3.82,6.87,127.58,0,18,0,1,0
580.0,0,2,15.03,6.82,15.29,0,18,0,1,0
2593.28,1,0,62.38,33.26,194.75,0,12,0,1,1
2314.49,0,2,45.86,25.6,24.38,0,16,0,0,0
8761.02,0,0,21.36,14.12,181.79,0,8,0,0,0
495.47,1,1,15.13,40.25,101.91,0,10,0,1,1
56833.89,0,2,2.81,15.01,127.16,0,6,0,0,0
1935.74,1,2,30.14,22.4,2338.92,1,11,0,0,1
8185.1,1,0,10.43,88.51,85.45,0,10,0,0,0
3000.26,1,9,22.08,23.53,208.72,0,13,0,0,0
18884.46,1,2,44.33,39.66,69.95,0,19,0,0,0
157779.56,0,0,13.08,43.71,62.63,0,1,2,0,1
2079.28,1,4,61.58,7.67,49.6,0,20,0,0,0
3982.47,0,2,29.31,27.67,95.96,0,5,0,0,1
2199.38,0,0,1.77,2.91,153.0,0,13,0,1,0
112648.41,0,2,3.63,11.88,62.41,0,1,1,0,1
827.0,0,1,7.57,0.61,69.73,0,18,0,0,0
1375.13,1,0,18.8,25.12,89.73,0,12,0,0,0
4942.81,0,0,9.0,19.8,152.65,0,20,0,0,0
10676.03,0,2,2.36,13.57,53.45,0,2,1,0,0
346.55,0,5,26.02,8.07,93.94,0,22,2,0,0
12387.85,1,0,16.99,8.76,324.93,0,2,5,0,0
2724.02,0,1,29.54,6.71,23.1,0,18,0,0,0
476.34,1,1,12.2,23.16,18.31,0,12,1,0,1
155.75,1,2,45.55,93.1,583.01,0,15,0,0,1
679.0,0,2,11.8,5.51,154.88,0,7,0,0,0
3072.65,1,2,25.05,18.03,252.87,0,17,0,0,0
2933.94,0,1,16.39,39.66,233.76,0,1,0,1,0
5902.91,0,0,18.94,9.96,155.6,0,7,0,0,0
1808.97,1,2,82.79,2.11,23.04,0,14,0,0,0
1034.8,1,1,5.94,3.4,166.11,0,15,0,1,0
2073.33,0,1,14.64,70.76,268.78,0,18,0,0,0
3240.91,0,1,18.47,40.91,22.04,0,20,0,0,0
3947.24,0,4,19.57,34.74,127.32,0,19,1,0,1
1423.45,0,0,38.44,19.02,201.33,0,16,1,1,0
7719.05,1,0,14.92,16.34,4397.35,1,4,1,0,1
1683.45,0,1,15.41,62.14,26.56,0,16,0,1,1
1313.28,1,1,7.16,20.59,34.71,0,1,2,1,1
1821.85,0,0,21.87,5.95,37.98,0,0,0,0,0
9180.53,1,1,29.59,17.79,66.31,0,3,0,0,1
73039.28,1,1,29.02,27.03,24.37,0,14,0,0,1
1564.76,1,0,6.93,16.77,32.84,0,18,7,0,0
7911.78,0,0,56.83,15.78,737.58,0,21,0,0,0
26708.8,0,1,6.55,19.76,68.79,0,10,1,1,1
3864.87,0,2,14.2,100.0,57.46,0,21,1,0,0
10762.71,0,0,12.13,43.13,6.62,0,10,0,1,0
131327.88,0,1,14.96,32.39,300.02,0,8,0,0,1
1710.19,0,2,25.4,8.29,16.46,0,17,0,1,1
3218.38,1,0,14.24,5.7,138.44,0,4,0,1,1
869.1,0,10,33.81,4.31,115.54,0,13,0,0,0
2553.09,1,1,1.73,23.14,404.44,0,21,0,1,1
1675.4,0,2,45.59,59.2,41.99,0,4,0,0,0
2094.59,1,0,15.78,25.48,85.84,0,19,2,0,0
1480.46,0,2,37.04,8.99,110.27,0,20,0,0,0
2351.72,0,9,15.11,37.56,23.78,0,2,0,0,1
5336.01,0,0,9.49,7.98,3.45,0,7,0,0,0
2780.84,1,0,15.33,6.63,44.36,0,1,0,0,0
